AC electromagnetic yoke
AC magnetisation
direct integration
direct strength analysis
direction of Fext
directional control
directional reflectivity
directional shear
disadvantage of tensile residual
discharge hose
discharge piping
discharge side
disciplinary work process
discontinuity of stress result
discrepancy between calculated draught
discrete number of cycle
dished end
displacement of container
display presentation
distance between main journal
distance between test object
distance voyage
distinct direction
distorted element
distribution system
door frame
double amplitude
double bottom
double bottom girder
double bottom structure
double helical gear
double helix
double image
double logarithmic _
double probe
dove tail
draft midship
draught
draught in way
draught limit
draught midship
drive motor
drop in membrane stiffness
dry and liquid cargo
dry blasting process
dry cargo in bulk
dry cargo ship
dry compressed air
dry particle
dry powder
due to application
due to hydrodynamic propeller
due to ice
due to limitation
due to local buckling
due to propeller
due to radial force
due to range
due to reaction
due to root
due to stability
due to strength
due to torsion
dummy rod element
duplex stainless steel
dynamic behaviour
dynamic factor
dynamic ice load
dynamic load
dynamic load case
dynamic stiffness
dynamic stress
dynamic working
early phase
eccentric axial
echo amplitude
echo height
echo response
echo technique
echoes with amplitude
eddy current examination
eddy current method
eddy current testing
edge along y axis
edge and tip region
edge function
edge reinforcement
edge rounding
edge stiffener
edge stress ratio
editorial correction
effect analysis
effect of slack tank
effect of variable loading
effective axial stress
effective height of guide
effective hull
effective inflow angle
effective longitudinal element
effective mesh
effective plate breadth
effective radius
effective shear area
effective wake
effective wake variation
effective width
elastic FE analysis
elastic buckling
elastic buckling limit
elastic buckling load
elastic buckling stress
elastic column
elastic deflection
elastic deflection fsh
elastic plate
elastic plate buckling
elastic system
elastic torsional buckling
elasticity factor
electric motor
electric motor room
electrical equipment
electrical installation
electrical power
electromagnetic yoke
element
element accuracy
element centroid
element edge
element in order
element in ship
element mesh
element size
element strain
element to size
element torsional stiffness
element with axial
elementary plate panel
elements if material
elements in ship
elevated temperature
emergency fire pump
emergency situation
empirical expression
empirical factor
empirical formulation
empirical mean
empirical method
empty cargo compartment
emulsifiable penetrant
emulsifier contact time
end bulkhead
end constraint factor
end for foremost cargo
end of FE model
end shortening curve
end with cell guide
ends of Fe
endurance strength
energy method
engine damping
engine inertia
engine manufacturer
engine masses
engine room
engine speed
engine torque
engineering judgement
engineering strain
entire fillet
entire model
entire root fillet
entire speed range
entire surface
epicyclic gear
equal to element
equilibrium equation
equilibrium position
equilibrium position after damage
equipment
equipment Part
equipment axis
equipment letter
equipment manufacturer
equivalency principle
equivalent deck line
equivalent flange
equivalent flange thickness
equivalent ice stress
equivalent minimum yield
equivalent number of cycle
equivalent plate
equivalent radius of curvature
equivalent static stress
equivalent tip
equivalent tip relief
equivalent torsional stress
erroneous result
euler column
evaluation area
evaluation curve
evaluation level
evaluation method
evaluation mode
evaluation of container
evaluation of container securing
evaluation of fatigue test
evaluation of hazard
evaluation of safety
evaluation of severe wind
event of gas
eventual manual action
examination and operational Test
examination of weld
examples of cross section
exceedance diagram of ice
excess penetrant
excess penetrant removal
excess penetrant remover
excess water
excessive sound path
excessive washing
excitation for axial vibration
expansion foam
experience with similar gear
experience with similar plant
expiry date
exposure time
exposures in accordance
extended testing
extension cable
extent of evaluation area
extent of manual action
extent of verification
exterior boundary
external diameter
external gear
external heeling moment
external lashing
external lashing system
external load
external pressure
extinguishing agent
extreme load
extreme wave
fabrication standard
faceload distribution
factor and reduction factor
factor for high cycle
factor for low cycle
factor for member
factor for surface roughness
factor for torsion
factors Y
factors etc
factors for diesel
factors for high cycle
factors in Sec
factors in crankshaft
factors on lubrication
failure in one steering
failure mechanism
failure mode
failure pressure coefficient
failure surface
fall lifeboat
fall lifeboat release system
fatigue
fatigue Test
fatigue analysis
fatigue assessment
fatigue breakage
fatigue calculation
fatigue criteria
fatigue damage
fatigue damage ratio
fatigue design
fatigue initiation
fatigue life
fatigue limit
fatigue property
fatigue strength
fatigue strength assessment
fatigue strength of induction
fatigue stress
fatigue test
fatigue testing
fatigue value
faulty weld
ferritic material
ferritic steel
fibre optics
field strength
fillet
fillet contour
fillet fatigue strength
fillet radii
fillet radius
fillet stress
fillet surface
fillet surface hardness
fillet weld
filling height
film processing
film technique
film viewing
filtered signal
filtered speed signal
final Fe
final documentation
final inspection
final machined surface
fine mesh analysis
fine mesh model
fine mesh result
fine mesh strength analysis
fine mesh zone
finer mesh
finite element
finite element method
finite element model
fire damper
fire detection
fire detection system
fire extinguisher
fire extinguishing
fire extinguishing system
fire fighting equipment
fire hose
fire or flooding casualty
fire protection
fire pumps
fire resistant cabling
fireextinguishing system
fireextinguishing system for engine
first layer thickness
first moment of area
first proposal
first specimen
fit coupling
fitting curve
fixation point
fixed container securing device
fixed fire
flag administration
flag state
flame arrestor
flange breadth
flange diameter
flange fillet
flange thickness
flange transition
flanges of longitudinal stiffener
